id;company;paragraphs;label
1917;agilone;"sunnyvale, calif., dec. 06, 2017 (globe newswire) -- today agilone announced its position as the industry's largest enterprise customer data platform, backed by new customer momentum across a wide range of industries and strong sales growth. agilone has grown its enterprise business 60 percent year over year by acquiring new customer logos across north america and europe.

  customer data platforms (cdps) have gained increasing traction over the last year, as gartner's latest hype cycle for digital marketing and advertising (august 2017) showed cdps moving from early innovation to peak market interest. the growth of the cdp category is fueled by brands striving to fulfill their omni-channel promise by connecting customer data across different touchpoints. as the pioneer in the customer data platform category with over 10 years of experience, agilone is the leading cdp for enterprise b2c brands, and has the largest adoption in the enterprise market with over 150 brands across north america and europe. agilone has the largest scale of deployments, supporting brands with hundreds of millions of customer records and hundreds of millions of incoming daily transactions and events processed across clients in real-time. agilone is built for the most advanced integrations and configurability with over 40 incoming data sources configured on average per client and a diverse range of outbound destinations to support outbound marketing, digital advertising and customer experience use cases. while most cdps focus purely on shuffling digital-only data across marketing technology channels, providing limited capabilities, agilone unifies all customer interaction data, including offline and online profiles using a highly sophisticated identity resolution engine that combines transactions and events from stores, mobile apps, advertising, customer support, social channels, and many other sources. agilone's cdp provides real-time orchestration to serve outbound marketing, advertising, customer experience, and analytics use cases for segmented marketing. micro center, a $2.5 billion retailer according to , operates twenty-five large stores in major markets nationwide which offer a high-level of customer service and are designed to satisfy the dedicated computer and consumer electronics customer. as an analytically sophisticated marketer, micro center required an enterprise customer data platform with advanced analytical and machine learning capabilities to continue scaling their business and to accelerate growth. 'we evaluated many customer data platforms and found agilone to be the best platform for managing our identity resolution requirements. its core machine learning and analytics capabilities are built in a way that supports advance optimization of acquisition and retention marketing,' said rick mershad, micro center ceo. 'we operate in a very competitive marketplace. unifying our customer data and analytics allows us to better know which customers to acquire and retain through enhanced experiences. this is a core strategy for us.' agilone's support for enterprise use cases that extend beyond mere digital marketing was a key factor in recent sales growth. arcelik (), a leading european household appliance manufacturer with revenues over $5b usd, is engaged in the designing, manufacturing, marketing, sales, installation and service of consumer durable goods, consumer electronics, small home appliances and kitchen accessories. with 30,000 employees, arcelik provides goods and services in more than 130 countries. 'arcelik gains its competitive advantage from being a customer-first technology company. engaging with our customers across all channels including mobile, store, service, installation, sales and marketing is a key priority for our omni-channel strategy,' said hakan bulgurlu, ceo of arcelik a.s. 'we selected agilone as our customer data platform to help manage our first party customer data, analyze and make it available across the whole enterprise in real-time,' said huseyin oner, cio of arcelik. to learn how agilone's customer data platform is helping enterprise brands unify digital and physical data to orchestrate customer experiences at every interaction point, register for . about agilone agilone is the leading customer data platform for enterprise b2c companies. agilone's vision is to restore the personal relationships companies once had with customers before channel-specific marketing silos got in the way. agilone enables a single customer view through a best of breed identity resolution engine used on first party customer data. machine learning and analytical algorithms enhance customer data and leveraged through real-time apis and orchestrated across all touchpoints. agilone helps brands build authentic omni-channel customer relationships that maximize lifetime value. the agilone customer data platform supports more than 150 brands worldwide including lululemon, hugo boss, tumi, joann, schwan's and nine west. karen wood menafn0612201700703653id1096196310";X
1928;howaboutwe;based in new york, selfmade was co-founded by successful entrepreneurs, howaboutwe (dating app) founder: brian schechter and former google principal engineer: zach lloyd. the fundraise was backed by top tier vc firms: seed led by primary and series a funding, led by firstmark, with participation from sv angel, crunchfund, founder collective, and boxgroup.;X
1930;howaboutwe;"you can download howaboutwe, set up a profile and start browsing for free. but to send or receive a message and see who's ""intrigued"" by you you'll need to subscribe for $9.99 (£7) a month.

 owned by the same parent company as tinder and match.com, howaboutwe puts its focus on the dates. rather than a description of what you do or where you went to university, this app gets you to write a fun date idea that accompanies your picture. its interface mixes the designs of all the other apps - there's a swiping section (like tinder), a list-based search one (like happn) and a recommended section where you're sent five people a day (like once or coffee meets bagel).";X
1946;mobilemd;privia offers its members a more personal and convenient healthcare experience delivered through its national high performance network of top doctors. privia's prevention, wellness, and care management programs are coordinated through a patient's personal healthcare team - their own doctor, nurse care manager, nutritionist, fitness advisor, and wellness coach. this personal team of health advisors collaborates with a patient on their care - helping them establish wellness action plans, closely monitoring their progress and key health data, and providing them personal coaching and support in achieving their health goals. privia works in partnership with some of the nation's leading medical groups, hospital systems, health plans, and employers in delivering a unique, physician-directed wellness and care management solution designed to improve value and health outcomes. management chief executive officerjeff butler jeff butler is the founder, chairman ceo of privia health, llc. jeff has an extensive background as an entrepreneur and senior executive in the healthcare industry. before creating privia health, he was founder ceo of broadreach healthcare, a company focused on creating large-scale health delivery networks in emerging markets. in less than 5 years, jeff led broadreach to become a widely recognized leader in global health, including securing a $100m contract from the us government to implement an innovative private sector hiv/aids treatment and disease management program in south africa. under mr. butlers leadership, broadreach conducted engagements and partnerships with such organizations as the bill melinda gates foundation, merck, virgin, mckinsey co, harvard university, the government of china, the world bank, and the united nations. vice president developmentchris voigt chris voigt is the vice president of business and product development at privia health, llc. chris voigt has been serving as vice president, business and product development for privia health since 2012. chris has more than 14 years experience in the healthcare interoperability field, including leading architecture, design and construction of public and private health information exchanges (hie). prior to privia, he led corporate development for hie service provider mobilemd, which was acquired by siemens in 2011. previously voigt led the u.s. hie practice for systems integrator cgi. his role included participation in both nationwide health information network (nhin) prototype and trial implementation projects. he has been involved in healthcare interoperability standards development including hl7, ihe, nihn, hitsp, and most recently the direct project. he is a graduate of the university of delaware with a degree in computer and information systems. presidentdavid rothenberg david rothenberg joined privia health, llc as president in 2010. he has over a decade of experience as an entrepreneur and senior executive in the healthcare and technology industries. prior to joining privia, dave started mdlinx, inc., a physician-focused healthcare media company that became the 2nd largest online physician network in the united states after webmd. mdlinx was acquired by a division of sony. he has also held positions as the ceo of personalized media (a venture-backed technology company) and as special assistant to amb. william taylor at the us department of state coordinating nearly $1b in us assistance to the former soviet union. mr. rothenberg received his a.b. from princeton university, his m.phil. in international relations from the university of cambridge, and his j.d. from harvard law school. dave has been interviewed by the wall street journal, cnn, pbs, bloomberg tv, and the washington post on healthcare, new media, and technology issues. vice presidentchris beck chris beck is the vice president of technology at privia health, llc. chris beck joined privia health in 2011, where he has been leading the technology team, as well as actively contributing to the code base for all of privia's web applications. prior to his career at privia, chris served as the solutions architect for tradeking, a prominent online options broker. previously, he led technology and development teams for everything from start-ups to top-5 banks. he is a graduate of the university of north carolina, chapel hill, and continues his education today through development conferences and online courses. chris is an avid, self-taught programmer, going all the way back to when he first got a commodore 64 over 30 years ago. today, mr. beck is active in the local development community in charlotte, nc, where he lives with his wife of 20 years, and their three children. vice presidenttara goldenberg tara goldenberg joined privia health in 2012 as vice president of talent management. tara has been in the recruiting field for 15 years most recently serving as a senior associate in the washington, dc office of heidrick struggles, inc. executive search firm where she focused on hiring some most influential leaders in the healthcare services industry. prior to heidrick, she began her career in the technology industry building teams for companies like the blue canopy group and microstrategy, inc., a rapidly growing multi-million dollar business intelligence software company. tara received her bachelors of science degree from the state university of new york at buffalo with a concentration in business and human resources. vice presidentjim craver jim craver is the senior vice president, operations at privia health, llc. jim craver has more than 25 years experience running multi-site operations and executing rapid expansion strategies in retail, restaurant and healthcare settings. as senior vice president, operations for privia jim is responsible for managing operations and partner relationships with privias high performance physician network, helping top doctors implement a next-generation care delivery platform that better supports patients in adhering to their doctors wellness and care recommendations most recently, jim had served as director of performance and development at alternate solutions healthcare systems, a post-acute home healthcare agency based in kettering, oh. prior to alternate solutions healthcare, jim spent several years at minuteclinic, a division of cvs caremark, where he was integral to the operations, growth and success of the company's retail healthcare clinics. directorrobert haft robert haft is the board member at privia health, llc. robert haft is the majority shareholder of ambient healthcare, a $100+ million revenue specialty pharmacy and infusion company in the southeast whose nurses primarily serve managed care patients with biopharmaceuticals in the home. he has founded and managed five financial and retail companies, led three companies to initial public offerings, and served as ceo or president of two $1 billion revenue public companies, each with 10,000 associates. he is the principal manager of morgan noble which makes equity investments and helps small private health care companies grow. for more than 15 years, mr. haft served as ceo, president or director in businesses that opened and managed 750 book, vitamin, automotive, supermarket and drugstores. directordavid tamburri david tamburri is the board member at privia health, llc. dave is a general partner and the chief financial officer at health enterprise partners, a growth fund that invests in middle market companies in the health care information technology and health care service sectors. he was previously a vice president with susquehanna growth equity, a private equity group focused on growth capital opportunities in the technology sector. dave was also formerly the president and chief operating officer of onward healthcare, inc., a provider of human capital services to healthcare providers sponsored by welsh, carson, anderson, stowe. as an executive vice president with pinnacor, inc., a provider of information and analytical applications, he managed the companys worldwide operations. pinnacor completed an ipo in 2000 and was later sold to cbs marketwatch. dave is a distinguished graduate of the united states military academy and holds an mba from harvard business school. directorrick foerster rick foerster is the senior director of corporate operations at privia health, llc. rick foerster joined privia healths corporate operations team in 2011 where he is responsible for the day-to-day running of the business as well as participates on the product development team. prior to privia, rick was consultant at mercer in their health benefits division, one of the nations largest human resources consulting firms. there, he advised small and large companies in the strategic planning and implementation of their health and welfare benefits for their employees including wellness and disease management programs. rick is a graduate from the university of richmond where he earned his bachelors degree in political science. directorfrank williams frank j. williams is the board member at privia health, llc. frank currently serves as ceo at evolent health. frank joined the advisory board company in september 2000 as an executive vice president. from june 2001 to august 2008, he served as the chief executive officer, as well as chairman of the board of directors from november 2004 through august 2008. effective september 1, 2008, frank became executive chairman of the firm. frank received a b.a. from university of california, berkeley and an mba from harvard business school. prior to the advisory board company, from june 2000 through january 2001, frank was the president of an affiliated company, ehospital inc., focused on developing and delivering health care content to patients and providers via the internet. from 1999 through may 2000, frank served as the president of medamerica oncall, a provider of outsourced services to physician organizations, hospitals, and managed care entities. corey perdue corey perdue is a partner, practice growth at privia health, llc. corey perdue joined the organization in the role of partner, practice growth where he is responsible for maintaining strategic relationships with the more than 100 privia physician practices that operate in the washington d.c. metro area. corey came to privia after serving a decade as an executive with inova health system, a five-hospital not-for-profit health care system that serves more than two million people a year throughout the washington, dc, metro area. at inova corey was responsible for leading physician relationships, sales, and growth for the system. he also spent several years as a consultant in the healthcare practice of arthur andersen, working in strategic planning, clinical operations and physician practice management. corey is a graduate of the medical college of virginia where he earned his masters in health administration. summary prior year revenuecurrent year revenuenext year revenue company ageemployeessub-industry10 years, 6 months11nutrition other health-related productscompany typestock exchangestock symbolprivately-held-- menafn2407201700703403id1095662206;X
2000;plotbox;aua the student finalists were asked to pitch their innovative product to a group of 180 year 11 pupils and were judged by tim brundle, director of research and impact at ulster university and previous invent winners michael budden (locate a locum), rachel gawley (appattic) and leona mcalister (plotbox).;X
2058;esurface;"esurface develops and markets an evolutionary, patented technology for applied conductive materials on virtually any surface icrowdnewswire - oct 20, 2016 esurface carlsbad, ca 92008, us materials www.esurface.com earthone circuit technologies corporation ''dba esurface rdquo; was established in august, 2010 to develop and market an evolutionary, patented technology for applied conductive materials on virtually any surface.

 esurface is an advanced materials sector company with multiple industry applications. nonetheless, the company is focused on first prosecuting the circuit board (pcb) industry opportunity, before addressing others. currently, the pcb industry predominantly employs a ""subtractive"" manufacturing method, which is highly labor and process intensive, produces poor yields at finer geometries and is limited in shape (flat only) and number of compatible substrates. accordingly, advanced micro-electronics designs are increasingly cost-prohibitive and ""no-bid"" projects are becoming more and more common. the subtractive method is very caustic to the environment and the waste by product is expensive to mitigate. furthermore, an antiquated process makes for a heavily commoditized market with extremely low margins. enter esurface, a fully additive process. manufacturing is simpler and more efficient, with far fewer processing steps. yields are higher, even in multiples, for much finer and far more complex pcb designs. labor usage and space requirements are reduced by multiples. finally, as a result of these improvements, production costs are projected to descend by 50% or more. additionally, esurface enables enhanced signal integrity, due to far tighter tolerances, expanded material selections, allowing plating of circuits on practically any material and shape, including 3d surfaces. also, there is vast improvement in adhesion of metal to substrate and, lastly, important environmental benefits via a closed loop process, radically reducing toxic waste. all of these improvements make for significant advances in microelectronics. the esurface business model is to license its technology to manufacturers for a royalty fee. products / services esurface covaler and process we''re an ip company. we don''t have inventory, per se. we license our patented, covaler-based process to manufacturers for a royalty fee of 5% of their esurface-based production. management chief executive officerdavid benson 23+ years as a corporate turnaround, merger and start-up expert with expertise in fiscal management, licensing, international sales. started career at deloitte touche, specializing in aerospace and defense. director marketing officerrowland hanson former vice president of worldwide marketing for neutrogena corp. recruited by bill gates at microsoft where he was vice president of corporate communications and created and executed branding strategy for ''windows,rdquo; which he named. managing director counsel/legal officerdoug molyneux international corporate lawyer for 25+ years in johannesburg, london, hong kong, and bermuda. most recently, general counsel with amp"";d mobile and assistant general counsel with global crossing. chief technology officerwilliam wismann dr. william e. wismann received his doctorate of science and technology from the international academy of sciences in moscow and has developed, engineered and designed hundreds of products for companies worldwide. he has invented, patented or trade secreted technologies and products in the field of medicine, computers, aerospace, construction materials, automotive, petroleum and chemical industries for over 30 years, and he is the inventor of the esurface technology. he has successfully licensed and transferred technologies globally for over 15 years.";X
2102;bigpanda;" assaf resnick, ceo of bigpanda, explains, ""driven by cloud and devops, the data center has radically transformed in terms of scale, fragmentation and speed. that's left enterprise it service operations teams - whose job it is to manage mission critical applications and infrastructure - struggling to catch up and keep their businesses running smoothly. our vision of using machine learning to automate and scale service operations matches the needs of our new and existing customers. we're thrilled that greenfield partners shares this vision. with their support, we plan to accelerate our enterprise go-to-market strategy and expand our technology leadership."" bigpanda's cloud platform employs machine learning to process large volumes of alert traffic from fragmented clouds, applications and it monitoring tools down to a manageable number of incidents for faster resolution by it service operations teams. bigpanda is targeting the $23b it operations management market, with a primary focus on two market segments:     replacing legacy solutions for it event management from vendors such as ibm, bmc, ca and hp - which are no longer suitable solutions for modern and highly dynamic it environments      automating manual and inefficient it service operations for enterprises that are struggling to keep up with high growth rates or the demanding requirements of digital transformation based in israel, greenfield partners focuses on investing in early growth-stage global technology and tech-enabled businesses. greenfield partner shay grinfeld said, ""across industries and geographies, companies are searching for ways to efficiently and accurately keep up with the growing demands of managing modernized data centers. bigpanda is providing an innovative, comprehensive and scalable solution that transforms chaos and clutter into actionable insights. we are excited to partner with assaf and his team to further build and enhance the platform."" in addition to more than tripling bookings, the company has achieved several other meaningful milestones. over the last 12 months, bigpanda has:     reduced it noise by an average of 91 percent for its large enterprise customers, enabling customers to identify and resolve it incidents faster and with fewer resources      added significant new enterprise customers across a variety of verticals including retail, software, gaming, broadcasting, telecommunications, technology and manufacturing      grown employee count by more than 150 percent in the last year, strengthening go-to-market and customer success teams      launched the industry's only ""open-box"" machine learning platform that intelligently automates it incident management while providing customers greater visibility and control over how machine learning operates in their unique it environment      developed best-in-class interoperability with vendors across it monitoring, itsm and enterprise collaboration including cisco/appdynamics, new relic, servicenow, atlassian, splunk, slack, bmc, ca, hp, ibm, amazon web services and more

  mountain view:bigpanda inc.   has issued the following press release: bigpanda inc., a leader in algorithmic service operations solutions for enterprise it, announced today that it has raised an additional $23 million in series b funding - expanding the round to a total of $49 million. leading this round is greenfield partners, a partnership backed by tpg growth, with further participation by existing bigpanda investors sequoia capital, battery ventures and mayfield. in the past 12 months bigpanda has more than tripled its bookings, adding large enterprise customers such as intel, workday, turner broadcasting, macy's and riot games.";X
2116;ticketbud; texas: following is the company profile of ticketbud:  ticketbud was built on the idea that anyone, anywhere in the world wanting to organize an event should have the tools to simply do so. we promote this idea everyday through the dedication of a team based out of austin, texas with an office in seattle, washington. we make the focus of our efforts the event organizers, who work hard to ensure that their attendees have a great experience. we share their passion for bringing people together to create memories and enrich lives.;X
2118;startapp;" startapp today shared study results that identified where dating app users are likely to find the best balance of men and women using dating apps, where the largest pools of dating app users can be found, and maybe where dating app users have the greatest chance to meet someone interested in literature, travel or banking. startapp tapped into its global database of over 1 billion monthly active app users to calculate what can be challenges for dating app users in u.s. states, regions and cities. with a nearly three-to-one ratio of men to women using dating apps, alaska has the widest gender gap of any u.s. state. dating app users looking for the most even balance of men and women using dating apps can be found in maine. ""big data and analytics have changed the way brands approach mobile strategies - and this was a fun way to show how startapp provides valuable insight into consumer behavior,"" said ran avidan, startapp co-founder and cto. ""by showing mobile users' intents and behaviors across categories of apps, we can enable our partners to deliver fulfilling mobile experiences.""

  new york: startapp has issued the following news release: when it comes to standing out from the crowd, alaska may be the hardest place to meet someone new using a dating app, according to insights-driven mobile technologies company startapp.";X
2121;realmatch;"about talenyatalenya was founded at the end of 2016 by gal almog, doron segal and liat gani roditi. almog, who serves as ceo of the company, has 25 years of experience in high-tech entrepreneurship, 17 of which are in the field of recruitment technology. before starting talenya he was the founder and ceo of realmatch, now a world leader in recruitment advertising technology reaching active job seekers. segal, who leads development, has many years of experience developing innovative technologies. in his last position he served as vice president of engineering and cto at mind cti, a publicly traded software company. gani roditi is the company's business development manager. before joining talenya she was svp at manpower. in a recent article ere media likened talenya to ""the uber of recruitment"". the company is already successfully serving employers across many industries from multiple offices in israel and the us.";X
2144;peakstream;varun spearheads the strategy of the company with the executive team. varun was the founding ceo in 2008, leading the company through its first three rounds of funding and a record rate of customer acquisition. prior to nimble, varun served as the vice president of engineering at peakstream inc., a startup that was acquired by google. varun also served as vice president of engineering and was the twelfth employee at data domain, where he built the team that delivered the company's first products to market resulting in 800+ units sold in its first two years of shipping. varun spent over six years at netapp, which he joined as its eleventh employee. he also held senior management positions at fastforward networks, panasas, and sun microsystems. varun holds an ms in computer engineering from rice university and an mba from the university of california, berkeley.;X
2149;ponomusic;"  we also signed an agreement with musical.ly, the fast-growing global social media platform based around video and music with a strong and growing global footprint of over 100m users and we expect monthly revenues from this agreement to increase over time. this agreement and our partnership with will.i.am, who launched his dial wearable ""smartcuff"" device during the period, are examples of how we can leverage our capabilities to enable and participate in disruptive new business models and product categories.  in line with a strategic emphasis on further developing commercial relationships with rights holders, 7digital has reached new agreements with two of the world's major music labels. in addition to continuing to license and provide access to their catalogues for its customers, 7digital will also now provide new services to the labels, which will contribute to the company's revenues for 2016. one contract, negotiated by the new business development team in paris, will see 7digital power a new mobile music service in 4 markets. 7digital will provide a package of services and infrastructure that includes access to the catalogue, front-end and back-end development, reporting, and tools for curation. a second contract, secured by the london business development team, will see 7digital build a new tool for the label relating to streaming.  the merging of radio and music streaming has continued in 2016 and 7digital, with a pedigree in the production of high-quality content for broadcast and extensive experience in streaming, is well positioned to take advantage of this growing trend. during the period we signed a contract with global radio to provide back-end technology and access to the 7digital licensed catalogue of 50 million tracks, and also signed an agreement with german national classical music broadcaster klassik radio to provide the catalogue and mobile app for a new integrated live radio and streamed music service. these wins demonstrate how we can help businesses to take advantage of radio streaming service models to expand reach outside their original country of activity to a potential global audience.  we have also seen strong progress in the provision of high resolution audio in the first half of the year, signing our first contract using the high resolution audio technology, mqa. the contract will see us develop desktop and mobile applications and handle rights holder reporting, end user management and payment processing for a customer which, it is hoped, will launch an mqa service later this year. 7digital will also now be providing the high resolution downloads for neil young's ponomusic platform, following the administration of leading competitor, omnifone.  high resolution audio is an important growth segment within digital music and these contracts, along with others in our pipeline, build upon 7digital's early implementation of mqa download stores in january 2016.  creative  our creative division is engaged in the creation of award winning audio and video programming for broadcasters, receiving commissions from bbc's national radio networks, commercial radio stations and other broadcasters such as sky television. it is a profitable business that brings a number of synergistic benefits to our licensing operations, in particular the ability to offer clients complementary knowledge and skillsets such as playlist curation and video or audio production.  reflecting an expected second half weighting this year, creative revenues in the first half were gbp0.8m (h1 2015: gbp0.9m).  the division has continued to win new business throughout the first six months of this year, benefiting from our broad capabilities and deep industry relationships. we have been contracted to produce content for audible, an amazon company, and have signed a deal with sky arts to produce tv coverage of the cambridge folk festival for the fourth time. continuing our long relationship with the bbc, we have secured a number of contracts in 2016, including retention of the popular sunday morning show and winning the high-profile jazz now series commission (both bbc radio 3). taken together, content produced by 7digital's creative team reaches over 10m listeners every week (rajars q2 2016).  content  content includes legacy sales of digital music downloads by the group direct to consumers; while we remain alert to higher margin opportunities that sit comfortably within our business strategy, this is an activity which we are deliberately decreasing as it is a low margin and non-core to the group.  content revenues in the first half were gbp1.4m (2015: gbp1.1m), benefitting from a contract with a major label to use 7digital's platform for the sales of music downloads direct from an artist's own web-site.  in addition hi-res continued to increase as a proportion of content sales.  strengthened management  7digital has continued to strengthen its management team in 2016, most recently with the permanent appointment of matt honey as chief financial officer. the company also announced the appointment of philippe decottignies to the position of chief technology officer following the acquisition of snowite, and edward kershaw to the role of chief commercial officer. pete downton, previously chief commercial officer, has also been promoted to a newly-created deputy ceo role. all bring significant skills and sector experience and will help drive and manage the group's sustained growth. the group has already seen material benefits from these appointments.  outlook  i am encouraged by the progress we have made and the momentum we have generated in the first half of 2016. the group continues to expand its customer base across an increasing range of geographies and to grow monthly repeat revenues, improving the quality of its business.  the company has a healthy sales pipeline for the second half of the year and the board remains confident of its commitment to achieve profitability by the year end and expects the group to be profitable for the full year 2017.  it is disappointing that, despite this accelerating progress, the provision for revenues owed to us by guvera and slower revenue growth than expected in the first half overall  will result in a larger loss this year than we had anticipated. we continue to expect to be broadly ebitda breakeven in the final quarter of the year.  7digital group plc  financial review";X
2153;therabron;"head line: us patent granted to therabron therapeutics, inc (maryland) on december 19, 2017 titled as ""recombinant human cc10 and compositions thereof for use in the treatment of nasal rhinitis""

  alexandria, va: united states patent and trademark office has granted patent no. 9,844,580 on december 19, 2017, to therabron therapeutics, inc (maryland) titled as ""recombinant human cc10 and compositions thereof for use in the treatment of nasal rhinitis""";X
2203;jumpcloud;" ottawa: government of nunavut has issued requirement for ""jumpcloud directory service licenses"" reference no.: 430204 solicitation type: notice of proposed procurement (npp)

  description: jumpcloud directory service licenses  to view more information relating to this tender, you must be registered to merx canadian public tenders with a complete subscription.  if you are already registered to merx canadian public tenders with a complete subscription, please login to your account to continue.  if you are registered to merx with a basic subscription, please login now and click on the continue button to upgrade to a complete subscription in order to access the additional information available on this opportunity. deadline for all responses: 2017-12-08 03:00 pm eastern standard time est contact information: n/a in case of any query regarding this article or other content needs please contact: editorial@plusmediasolutions.com";X
2259;mequilibrium;"mequilibrium builds, delivers and supports the only clinically validated resilience building program on the market today. mequilibrium combines behavioral psychology, neuroscience and data with its proprietary algorithms, on a cloud-based platform, to deliver the insights that lead to resilient transformation. our mission is to help both individuals and organizations unleash and realize their potential achieving measurable improvements in well-being, adaptive capacity, purpose and performance.

 ""in today's fast-changing and highly stressful business environment, you're only as strong as your weakest link. the performance of each team member has a direct correlation to overall business performance, which means that building resilience is one of the most important business strategies of our time,"" said jan bruce, ceo of mequilibrium. ""savvy business leaders are looking to help their workforces thrive and excel amidst all the complexity in today's world-whether that means getting a better night's sleep to be sharp for their workday or communicating effectively in adverse situations, or handling grief and trauma effectively. mequilibrium delivers this scalably, effectively and thus helps identify and address potential risk factors for major mental and physical health issues in the future.""

 mequilibrium enhances digital resilience platform with series of modules to improve sleep, work performance and more; engage product applies prescriptive analytics across more than 60 personalizable skills and is now accessibility- compliant to help employees build resilience, as human performance is increasingly tied to business performance

 additional enhancements to the platform include an upgraded user experience and interface, expanded science within the analytics and a spanish language version. all enhancements will be available to current engage users. more details on engage and mequilibrium are available at www.mequilibrium.com .

      ·    being resilient in the face of trauma - helping employees gain the           ability to move through the healing process more easily. mequilibrium           approaches both how trauma effects wellbeing-such as one's sense of           control-and how to rebuild after trauma-including making belief           systems stronger, taking care of one's physical health and           strengthening emotional wellbeing.      ·    coping with grief - enabling employees to address the difficult           feelings that accompany grief and make a plan to move forward in the           wake of loss. while there is no ""right"" way to grieve, there are           resilient ways that can help people cope in their own personal way.           mequilibrium helps the user tap into their inner resilience to address           the difficult feelings that accompany grief and make a plan to take           simple, single steps forward in the wake of loss.      ·    easing chronic pain - empowering employees to create self-management           plans, which have shown great promise as a treatment, regardless of           underlying condition. mequilibrium provides a cognitive behavior           approach to managing chronic pain by helping users uncover the           limiting beliefs that stand in the way of managing chronic pain and           understanding the stress-pain connection.      ·    communication at work - teaching employees how to influence listeners           and have their message heard. in this skill, mequilibrium helps users           master how to have a difficult conversation, handle conflict with a           co-worker, deal with toxic people and speak up for oneself.

  mequilibrium , the leading provider of workplace resilience solutions, today announced a series of enhancements to its meq engage product, cementing the company's position as the leader with the most data-driven and comprehensive cognitive behavioral based digital solutions platform. the company's flagship product, meq engage , now applies advanced analytics that prescribe individual solutions at scale using machine learning and artificial intelligence (ai). the product currently delivers a highly individualized, yet accessible-to-everyone experience leveraging over 500 assets to help employees learn to be more resilient, spanning learning, assessment and practice tools across 63 tracks and modules.

 to help companies combat this major problem, mequilibrium has introduced a new sleep track based on cognitive behavioral therapy for insomnia (cbt-i), a treatment proven to be the best for insomnia and sleep issues because it addresses the underlying causes of those problems. mequilibrium is the first and only resilience solution provider to integrate a cbt-i skill building program into a holistic program that leverages prescriptive analytics. this eliminates the need for employers to invest in a separate sleep solution, while also reaping the benefits of being able to identify individuals who need support with sleep and related somatic and emotional stress areas at scale.

 getting a good night's sleep is only truly beneficial if employees are also able to tackle all that comes their way at life and work during the day. to that end, mequilibrium has introduced eight additional skills to meq engage that help individuals thrive in the face of adversity and become more resilient to a number of modern day challenges. these include:";X
2294;datapop;pentland commented i really look forward to working with mobileum especially in the area of customer analytics.  a founding member of advisory boards for google, at&t, nissan, and the un secretary general, pentland is also a serial entrepreneur who has co-founded more than a dozen companies, including social enterprises such as the data transparency lab, the harvard-odi-mit datapop alliance, and the institute for data-driven design.;X
2354;frontback;one of the much-touted features is the 'bothie' -- the company's name for a mode that uses both the front and rear camera to capture a single photo. the idea is that the photographer and subject can be in the frame at the same time. however, android apps like frontback have offered this feature as far back as 2013. it's not even the first phone to offer this feature so we wouldn't call it one of the unique selling points. to be fair, it also records videos in this mode, does live streaming from within the camera app and there's ozo audio technology for spatial 360-degree audio recording.;X
2381;qovia;previously, david had served in a variety of senior management roles including vice president of enterprise sales for north america at audiocodes, vice president of enterprise sales for aladdin knowledge systems, and worldwide vice president of sales for voip start-up qovia (acquired by cisco). he has also served as a senior sales executive at cisco systems.;X
2413;webflow;"  webflow is a service that lets users visually create websites, simply by dragging-and-dropping and filling in the blanks where appropriate. today it introduced the ability to introduce engaging animated elements into pages. this can be as simple as a picture that skews its orientation, depending on the position of your mouse, or as sophisticated as an entire scroll-based parallax webpage, where elements strafe onto the screen as you descend towards the bottom.  animations are created through a timeline tool, which specifies what effect or transform should be applied to an element, and the order in which it should happen.  visual web development tools admittedly have a bad name amongst web developers, and justifiably so. some services, like wix and squarespace, lock you into their platform. while you can create a site that looks good and serves a practical purpose, you'll struggle to move your content to another platform, should you wish to. they're a bit like hotel california in that respect; you can check in, but leaving is bloody hard.  other services and tools are known to export questionable code; they may commit the cardinal sins of giving elements undecipherable id and class names, or worse, using inline css to style the page. while you'll be able to manually hack away at the code, it'll be bloody difficult to do.  bryant chou, cto and co-founder of webflow, was eager to stress that this product wasn't like the above, and should be treated as though another abstraction of web development, saying:  ""we're not a squarespace or wix. we're not one of those grandma website builders. we've taken the approach of building webflow as the next visual way to build software. we see ourselves as an abstraction layer on the building blocks of the internet, which are html, css, and javascript.""  in the same respect as there are high-level programming languages and low-level programming languages in systems software, chou looks at webflow as a high-level language for the web. webflow, he said, produces ""semantic code, clean css classes, and doesn't use crazy tables."" he showed me some of the output, and admittedly, it looked pretty clean. ""people take this and use it in react.js apps,"" he said, adding that half of webflow's users identify primarily as developers.  chou also made the argument that this technology makes it easier to be productive. devs can build html5 animations without having to peek into stackoverfow for the correct syntax, or spending hours searching for misplaced semicolons. ""the only thing a designer or developer needs to learn is our ui,"" he said.  ultimately, chou stressed that this tool isn't for merely for casual users (although it's certainly accessible to developers of all calibres), but rather that it can be used to create professional, sophisticated webpages. one impressive demo uses parallax scrolling to illustrate the entire history of the internet. you can check it out here.";X
